i,j,LDC,Jaccard,LKS,CI_e_av_skin,CI_e_mul_skin,CI_e_av_body,CI_e_mul_body,LLBCe,LLBMEe1
125,324,153,0.038461538461538464,24,10394.0,36531300,50993.0,333859600,0.013574660633484163,-7864.6766458056545
125,325,102,0.019230769230769232,16,9912.5,18378750,50147.0,167028400,0.013763197586726998,-7933.908780613291
125,326,204,0.03773584905660377,32,10736.0,49424700,51905.5,513804600,0.01654486760618836,-10144.843970755377
125,207,357,0.09433962264150944,48,11456.0,76568700,54793.0,1083219600,0.011254433560311644,-7119.255091467934
125,202,408,0.09259259259259259,56,11605.5,82204850,55656.0,1253403200,0.01134719590873734,-7498.812645852396
125,220,663,0.10344827586206896,64,13295.0,145899000,60040.0,2117928000,0.01608169141488685,-12702.12565014512
125,298,459,0.01694915254237288,56,12589.0,119282800,56684.0,1456124800,0.04053732303237069,-32370.233956190023
126,167,176,0.22727272727272727,64,8367.5,64457250,23322.5,521162250,0.01910925862893013,-662.0428880588007
126,155,64,0.0,32,6954.0,34137675,16465.5,135867420,0.052896693949325536,-1171.7714122085708
126,182,160,0.13043478260869565,56,8242.5,61776000,22300.5,463736070,0.026220091651096063,-999.4935286723091
126,187,128,0.043478260869565216,40,9328.0,85059975,20067.5,338263800,0.053461122211122224,-1900.8453583859412
126,168,224,0.15384615384615385,64,9087.0,79890525,26469.0,697964085,0.031274847575752565,-1806.1333083822556
126,169,272,0.13793103448275862,64,10746.5,115486800,29263.5,854987040,0.035689269012847996,-2829.0920041627937
126,170,288,0.1724137931034483,64,10853.5,117781950,30299.5,913199880,0.03372271694225476,-2664.2758907003677
126,172,256,0.23076923076923078,64,9855.0,96364125,28365.0,804500325,0.028327113057882294,-1866.3856011440648
126,268,208,0.16,64,8872.5,75289500,25429.5,639554580,0.028716207267677856,-1389.9284030569813
126,184,720,0.10909090909090909,64,17286.5,255769800,56507.5,2385827400,0.026987471972534875,-17615.957303975258
126,186,448,0.1,64,12274.5,148262400,40278.0,1473891795,0.028149770541173253,-6158.972209838976
126,214,144,0.041666666666666664,40,9090.5,79965600,21491.5,418278360,0.07109923088183956,-2846.1941831066883
126,288,80,0.0,40,7536.5,46632300,17395.5,188124120,0.06552503052503053,-1687.5832977552377
127,128,15,0.14285714285714285,6,3259.0,9947040,4027.0,15141360,0.14638932496075352,-100.65596250952906
127,129,10,0.16666666666666666,6,2250.0,1713600,2768.5,2395272,0.13333333333333333,-52.68222737418144
127,130,75,0.05263157894736842,15,8872.0,55749120,16322.0,139665120,0.12202729044834311,-2664.6516702272856
127,131,70,0.05555555555555555,15,9313.5,59351760,15265.5,128964888,0.1259259259259259,-2250.836694589674
128,129,6,0.25,4,1429.0,1023960,1731.5,1414270,0.16666666666666666,-13.666044518911988
130,240,30,0.0,10,7357.0,14347200,14634.0,46555040,0.06536398650369239,-1041.118515296908
130,242,30,0.0,10,7371.0,14729792,14684.5,49340620,0.06828765597147951,-1089.7906099311103
130,224,45,0.0,10,7777.0,25824960,14924.0,62551440,0.08246187363834422,-1471.101456220716
130,232,75,0.05263157894736842,20,8948.0,57826048,16604.0,155220240,0.12341966026176553,-2738.322110874185
130,238,75,0.05263157894736842,20,9142.0,63127680,16822.0,167245120,0.11130604288499027,-2504.9388294475366
130,163,435,0.047619047619047616,40,13776.0,189765632,41188.0,1511273680,0.09348083037107428,-23276.77251644214
130,245,195,0.07692307692307693,25,12964.0,167575296,25100.0,623859600,0.0837853706122937,-5211.540693213569
130,131,210,0.16,25,14105.5,198770208,26523.5,702379860,0.07879133597883597,-4802.5753629821575
130,165,345,0.05555555555555555,40,13014.0,168941696,35504.0,1197744240,0.09369431274193175,-16027.143535638215
130,289,75,0.05263157894736842,20,9226.0,65423232,16994.0,176732640,0.08964773043720414,-1991.4826370210237
130,290,60,0.0,15,8467.0,44681280,15849.5,113602020,0.12832196231319037,-2712.0514273884955
130,270,135,0.043478260869565216,20,11476.0,126911232,21110.0,403771200,0.12209674383587427,-4904.2608204658
131,162,84,0.1111111111111111,25,9416.0,62333895,17358.5,235569750,0.05460174810665006,-1068.3727196248506
131,212,98,0.0,20,10897.5,105436656,17797.5,257929776,0.12349773242630385,-3479.3542750093025
131,241,42,0.0,10,8371.5,31945212,14532.5,91630266,0.11154745989304814,-1667.6763996982559
131,244,28,0.0,10,7646.0,10837515,13175.0,22487361,0.0701388888888889,-843.8097442518059
131,234,84,0.05263157894736842,20,10203.5,85245420,16756.0,204882015,0.11186425660109871,-2445.3373299071523
131,239,98,0.05,20,9982.5,78815646,16615.5,197725788,0.10961466165413533,-2786.6985094792985
131,247,182,0.08,25,13495.5,181022868,23611.5,554060052,0.06430888093388093,-3445.9981591681003
131,165,322,0.08823529411764706,40,13455.5,179859108,34447.5,1105980876,0.08268917530281167,-12120.953247486343
131,166,210,0.07407407407407407,30,11319.5,117714324,26530.5,702736398,0.08660092479536925,-6016.709545770961
131,289,70,0.05555555555555555,20,9667.5,69651036,15937.5,163192536,0.08262397551613238,-1510.506052734138
131,270,126,0.045454545454545456,20,11917.5,135112536,20053.5,372836880,0.11608782631509906,-3972.4574957164623
133,134,12,0.16666666666666666,9,1959.0,3580632,2267.5,4784550,0.17333333333333334,-62.81063794126131
135,136,36,0.08333333333333333,16,6486.5,27805176,9900.0,79862400,0.06999486204031659,-318.74022666880114
135,137,36,0.08333333333333333,20,5830.5,24250968,9948.0,80403840,0.05043945953036863,-215.65801316332877
136,260,99,0.1111111111111111,20,10017.0,100279280,16450.0,265358400,0.08055697026285262,-1391.704408103002
136,294,45,0.07692307692307693,16,7334.0,45202656,9992.0,82467840,0.07748270248270248,-442.7177634991253
136,253,126,0.045454545454545456,20,11417.5,129028744,19794.0,360060480,0.12284408712980138,-4142.038575658266
136,246,90,0.05555555555555555,20,10298.0,106047648,14595.0,212824800,0.09676314970432617,-1606.9250668778066
136,158,54,0.0,16,8254.5,64098680,11060.0,112713600,0.11718820861678005,-964.0953452246091
136,279,63,0.0,16,8435.0,67803984,12294.0,147660480,0.1372850529100529,-1437.9747370647015
137,174,45,0.0,20,6758.0,40856928,10404.0,93405312,0.11091269841269841,-698.8979710739246
137,247,117,0.1,25,10698.0,111398688,18006.0,310153536,0.05589582931688195,-1362.4000891487824
137,294,45,0.07692307692307693,20,6678.0,39424608,10040.0,83026944,0.06379245754245755,-340.8706332670831
137,165,207,0.06666666666666667,40,10658.0,110682528,28842.0,619109568,0.049831102805240765,-4587.049581203381
137,166,135,0.09090909090909091,30,8522.0,72439584,20925.0,393380064,0.04720313056352018,-1628.1503271974493
137,154,72,0.13333333333333333,25,8361.0,69557040,13858.5,191900016,0.07060296846011133,-627.6823636345899
138,139,28,0.0,20,4525.5,19368180,7971.0,54946080,0.1257098961644416,-436.66642623440333
138,140,88,0.0,32,8655.0,48035169,21798.0,194322240,0.061674376905146135,-3154.6090362895006
138,141,44,0.0,20,7450.5,39673530,11625.0,91778400,0.10637014634913795,-905.9636823081485
139,177,56,0.07142857142857142,25,6101.0,36950760,11481.5,131489022,0.11058168022453738,-841.3775684909799
139,187,56,0.0,25,6755.5,44254980,11471.0,131260080,0.15415759451473734,-1308.8555690194523
139,165,161,0.034482758620689655,40,8972.0,68991120,27165.0,473452056,0.07025399300464498,-5935.239888190124
139,171,119,0.0,40,7454.0,52050240,20139.0,320257152,0.06971087546535118,-2386.6248099919426
140,174,110,0.038461538461538464,32,9201.5,63161196,22554.0,252618912,0.07287057387057387,-3833.965587215007
140,155,88,0.04,32,8511.0,44049537,21696.0,186456816,0.03655657768157768,-1708.2986647021096
140,175,88,0.08333333333333333,32,8419.5,41517000,21589.5,178244388,0.03467908902691511,-1475.3621286596115
140,177,176,0.1111111111111111,40,10230.5,91641858,25308.5,465023916,0.04308322117522721,-2729.0492192650654
140,182,220,0.14285714285714285,56,9799.5,79712640,27531.0,636405336,0.0158492802283652,-1141.9131443820543
140,147,154,0.16,48,9472.5,70661934,24303.0,387487800,0.024267815517815518,-1246.2402070592323
140,153,528,0.1794871794871795,64,12623.5,157875312,41392.5,1705293324,0.032607505037573786,-7417.605060887429
140,178,220,0.18518518518518517,48,10488.0,98768943,27153.0,607257000,0.04181264939183492,-2809.1265043348735
140,179,286,0.20689655172413793,56,11371.5,123222456,30096.0,834197616,0.034724674774660284,-2905.259609387621
140,148,198,0.03333333333333333,56,9787.5,79380504,26330.0,543793824,0.033705087898505896,-2588.184753478237
140,273,66,0.0,24,7916.5,27594966,20661.0,106645896,0.04850111925111926,-2144.955815271619
140,183,154,0.03571428571428571,56,9160.5,62026398,24288.0,386331120,0.02323014175021645,-1483.6306576728623
140,185,220,0.10344827586206896,64,9988.5,84943782,27558.0,638487360,0.020372710715183914,-1517.9298364761084
140,169,374,0.08333333333333333,64,12303.5,149018352,34494.0,1173336192,0.024774340077911513,-3659.6637085720417
140,268,286,0.16666666666666666,64,10429.5,97149780,30660.0,877688784,0.02270408543875451,-1978.4256147107274
140,186,616,0.16279069767441862,64,13831.5,191310336,45508.5,2022686316,0.028120573533738792,-8111.731375307351
140,197,330,0.12121212121212122,64,10888.5,109853982,32011.0,981867096,0.023925152505943792,-2634.774323285514
140,200,264,0.13333333333333333,56,10428.5,97122102,29277.0,771042888,0.0319081999518546,-2801.7646247431812
140,274,220,0.10344827586206896,56,9925.5,83200068,27270.0,616279104,0.027215353898065592,-2019.94844908826
140,275,330,0.12121212121212122,64,11945.5,139109628,31822.0,967292928,0.027225355082042678,-2855.21281697459
141,260,121,0.047619047619047616,25,10600.0,111671100,18475.0,341255400,0.07397581254724112,-1924.9382113327404
141,245,143,0.09090909090909091,25,11847.0,140177520,20415.0,411910200,0.05161221054078196,-1767.192256638172
141,247,143,0.043478260869565216,25,11937.0,142234920,19983.0,396176760,0.0587152581717799,-2144.8768975407133
141,193,110,0.05,25,9126.0,77975460,17340.0,299918700,0.07019380838459785,-1634.14990558541
141,295,77,0.125,25,9213.0,79964280,13722.0,168151140,0.05231316137566137,-595.4200511055101
141,248,88,0.11764705882352941,25,9831.0,94091760,14880.0,210325500,0.06737132352941176,-966.0927189580091
141,226,99,0.05263157894736842,25,10243.0,103510080,15569.0,235418880,0.06157291376589624,-1156.74918084647
141,291,44,0.0,20,7536.0,41628060,11422.5,84403350,0.0726984126984127,-620.7276280342898
141,214,99,0.05263157894736842,25,9443.0,85222080,16549.0,271110480,0.05414298583158232,-1008.851664119487
142,143,21,0.1111111111111111,15,3283.0,8655240,6453.0,25840584,0.07175925925925926,-97.70691465648251
142,144,27,0.0,21,3585.0,9758144,8595.0,36456336,0.06565656565656566,-220.70370841562132
142,145,18,0.125,15,2768.0,6774460,5549.0,21360360,0.08630952380952382,-83.2209043111848
143,148,63,0.14285714285714285,35,5238.0,27188640,12266.0,147076512,0.03319180819180819,-209.75876174193425
143,145,42,0.18181818181818182,25,4225.0,17585400,9524.0,89889360,0.03787878787878787,-120.64971943052454
143,164,154,0.07407407407407407,40,8218.5,55443780,25710.0,427464576,0.03507449340782674,-2023.3262680264065
143,205,98,0.10526315789473684,40,7303.5,46769580,17473.0,255673704,0.027580630870104546,-465.83337234489494
144,219,63,0.23076923076923078,49,4994.0,24817536,12846.0,161537760,0.02816609718783632,-168.13030871784056
144,171,153,0.23809523809523808,56,7336.0,49848832,22044.0,432179712,0.023546812921710764,-641.5465522590572
144,173,225,0.0967741935483871,56,9500.0,72977664,29280.0,645091776,0.02315677063115394,-1955.3603934105836
145,218,54,0.07142857142857142,35,4775.0,21666400,11314.0,120748960,0.028562707134135706,-174.5109412633867
145,184,270,0.04081632653061224,40,13779.0,88476080,46770.0,732010400,0.022833574266647498,-9764.44143274848
145,220,78,0.0,40,5725.0,28715400,15050.0,185157600,0.030694651893482302,-415.7423721799546
146,147,28,0.0,24,3802.5,12759894,7603.5,51827850,0.06004273504273504,-154.90461661845598
146,148,36,0.08333333333333333,28,4117.5,14334264,9630.5,72734328,0.046654040404040406,-170.3873938979762
146,149,28,0.1,16,3526.5,11380446,7792.5,53777196,0.08716049382716048,-202.00114325043094
147,178,70,0.13333333333333333,36,6121.5,36441522,12900.0,158287500,0.041708093493807774,-368.14078015288237
147,179,91,0.17647058823529413,42,7005.0,45463824,15843.0,217441800,0.03424066742081448,-457.8633389568297
147,185,70,0.13333333333333333,48,5622.0,31340628,13305.0,166428000,0.02864701436130007,-226.74589131677294
147,184,315,0.04,48,14477.0,121767888,47485.0,853446000,0.01883065616146414,-8514.576162021609
147,186,196,0.09375,48,9465.0,70585344,31255.5,527233050,0.017154118842626912,-1800.7427274771387
148,218,81,0.058823529411764705,49,5788.0,33498240,14056.0,197568832,0.022160947712418305,-239.8090069858746
148,163,261,0.08571428571428572,56,9812.0,79661568,34450.0,772842784,0.01706039743153694,-2289.933541299968
148,205,126,0.2777777777777778,56,7801.5,56597112,19311.0,345801872,0.020025417574437182,-336.61095779537214
148,198,81,0.058823529411764705,49,5812.0,33773568,14132.0,199712640,0.02256787330316742,-236.405099757791
149,184,315,0.08333333333333333,32,14201.0,108603792,47674.0,885545760,0.026053264849807405,-10974.35060023959
149,315,28,0.1,16,3753.0,13443408,7603.5,49835412,0.09388888888888888,-227.74068746773838
149,191,63,0.14285714285714285,20,6161.0,35375472,12250.0,146742816,0.0729461015175301,-524.3575310269096
149,323,21,0.25,12,3166.0,8097012,6655.0,30053496,0.07142857142857142,-96.3550523848734
149,337,35,0.0,12,4587.0,21039480,8066.0,59481312,0.17442607897153353,-645.4889983008376
150,151,40,0.07692307692307693,20,6301.5,31214592,10860.0,83681991,0.07043142043142042,-411.0596569341614
150,152,28,0.1,16,5308.5,24488010,7885.5,53895348,0.09556878306878307,-239.8766940024856
150,153,96,0.07692307692307693,32,7397.5,38638896,24618.0,221454603,0.03961233211233213,-2337.7585806106586
150,154,32,0.2,20,5578.5,26316990,9234.0,67399227,0.06455026455026455,-164.2565515736139
151,155,40,0.0,20,6199.5,29334528,10774.5,80824068,0.11594060701203557,-782.6896032323567
151,153,240,0.0967741935483871,40,10312.0,105136128,30471.0,739199277,0.059369606340668964,-6203.857297752103
151,156,40,0.07692307692307693,20,6277.5,30772224,10492.5,71397936,0.08607378460319637,-498.7149204730603
151,157,260,0.058823529411764705,35,12783.0,150681600,32094.0,793449675,0.10057724262269715,-12664.540023095686
151,158,60,0.14285714285714285,20,7730.5,57553920,12336.5,133035480,0.10088522588522589,-810.7620140448047
151,159,50,0.15384615384615385,20,7048.0,44974080,11454.5,103553748,0.09059320309320311,-562.6337595639999
151,160,100,0.05263157894736842,25,8730.0,75976704,16542.0,273608523,0.09030282988616323,-1761.8977229269422
151,161,60,0.06666666666666667,25,7280.5,49259520,12664.0,143982495,0.08572562358276646,-788.5223655765475
152,187,56,0.07142857142857142,20,7580.5,57341130,11402.0,129598560,0.1473966509680795,-1050.6767714393534
152,172,112,0.045454545454545456,32,8107.5,64961550,19699.5,308227140,0.0841099617073643,-2671.6176819546836
152,154,56,0.15384615384615385,20,7500.0,56177100,12112.5,144894204,0.08643925518925519,-534.9198153250142
152,188,77,0.0,16,9420.0,83940300,13302.0,170501760,0.190958605664488,-3034.5242781791753
153,177,192,0.14285714285714285,40,9015.0,75543776,28145.0,533445969,0.032324959898489304,-2562.9066840773125
153,178,240,0.13333333333333333,48,9272.5,81418896,29989.5,696606750,0.03667495977840806,-3501.8816524314443
153,179,312,0.1935483870967742,56,10156.0,101576832,32932.5,956938644,0.02466522426199845,-2699.074721902687
153,163,696,0.10416666666666667,64,12648.0,158434304,49512.5,2423572284,0.024127732941677575,-9637.41849866171
153,193,240,0.0,40,9115.0,77825376,30349.5,728451630,0.05967166287628698,-7561.729914979876
153,165,552,0.14634146341463414,64,11886.0,141048512,43828.5,1920777012,0.030858781483270568,-8489.043384427163
153,194,480,0.07317073170731707,64,11841.0,140021792,41209.5,1689105510,0.02950940691409664,-6903.541655052123
153,195,744,0.1,64,12754.0,160852800,52324.5,2672316180,0.03285759164527678,-15694.671741036043
153,157,624,0.06382978723404255,56,13879.0,186520800,45852.0,2099771775,0.028106230722272522,-10242.030593763577
153,196,672,0.08333333333333333,56,14141.5,192510000,47778.0,2270141883,0.03247915152542029,-12930.095385830478
153,173,600,0.11363636363636363,64,12532.0,155787648,44038.5,1939353192,0.01973391573927978,-5713.306406659083
153,186,672,0.18181818181818182,64,12616.0,157704192,48345.0,2320297569,0.020424818604591173,-6742.822833748191
153,154,192,0.03225806451612903,40,9589.0,88640160,28845.0,595366569,0.03566527005568751,-3415.2786875204356
153,161,144,0.034482758620689655,40,8376.5,60975760,26422.0,381032835,0.05901430773659838,-4644.737657504607
153,197,360,0.14705882352941177,64,9673.0,90556704,34847.5,1126335714,0.01602122352440878,-2142.39731801485
153,198,216,0.06451612903225806,56,8648.0,67170304,29194.5,626282640,0.024266780129911077,-2305.1109319950133
153,199,168,0.03333333333333333,32,8506.0,63930432,27202.5,450074304,0.043328245828245814,-3734.712347809961
153,200,288,0.2,56,9213.0,80061344,32113.5,884491542,0.0211597094670558,-2134.7916233681976
153,201,336,0.08571428571428572,64,10085.0,99956896,34172.0,1066582335,0.02338342849048,-3282.9796843832937
153,202,192,0.10344827586206896,56,7884.5,49750288,28470.5,562239048,0.018149444288606847,-1513.123996034648
154,247,104,0.10526315789473684,25,10107.0,96689880,17608.5,292857516,0.0633797245639351,-1318.888924677792
154,259,72,0.0625,25,7397.0,54576480,14570.5,211068480,0.06983222217597218,-791.3566941452053
155,175,16,0.14285714285714285,16,3091.5,9549000,4729.5,22356828,0.09689153439153439,-69.95948045897688
156,159,20,0.125,16,4109.5,16294320,5234.0,26469312,0.09686147186147187,-101.77971799909373
156,292,28,0.0,20,4981.5,22117536,7458.0,45471168,0.10366161616161616,-286.635501291221
157,162,156,0.0,35,10317.5,70059750,28362.5,439143750,0.04289341790601871,-4223.17127229202
157,169,442,0.023809523809523808,56,13559.0,176056800,38953.5,1444759200,0.04653380341277453,-10486.293574713089
157,245,338,0.05405405405405406,35,14307.0,200516400,35047.5,1073884500,0.06609174109174108,-11120.022944010117
157,247,338,0.05405405405405406,35,14397.0,203459400,34615.5,1032866100,0.053327649160982496,-8897.922109101934
157,262,234,0.06060606060606061,42,10971.0,91429200,31117.5,700731000,0.02858322890283117,-3310.36599170484
157,196,728,0.5882352941176471,49,16612.5,275906250,49401.0,2436749325,0.008093218922095928,-1652.0920532451335
157,160,260,0.058823529411764705,35,12297.0,134789400,31923.0,777213225,0.04325011650821654,-5460.52637475366
157,180,208,0.13333333333333333,28,12063.5,127153950,29467.0,544016025,0.025540959678890713,-2300.5088985847237
157,302,156,0.14285714285714285,28,10960.0,91069500,27535.0,360572625,0.025022045855379184,-1819.8870799593337
157,303,104,0.1111111111111111,28,9816.0,53660700,25950.0,210076875,0.01994301994301994,-1271.7210877590917
157,304,104,0.1111111111111111,28,9696.0,49736700,25987.5,213637500,0.020180436847103515,-1302.8535304113384
157,200,312,0.08571428571428572,49,11684.0,114744300,33736.5,949405050,0.02562681672605053,-3545.184537085474
157,305,104,0.07142857142857142,28,9544.5,44782650,26325.0,245683125,0.02729782458792485,-1952.3999934995527
157,279,182,0.03125,28,11478.0,108008100,28951.5,495069300,0.06098833961737187,-6243.842149030894
157,306,156,0.14285714285714285,28,10902.5,89189250,27480.0,355350375,0.01840828924162257,-1325.5145515904403
157,307,156,0.10344827586206896,28,10872.5,88208250,27377.5,345618000,0.018915669716162323,-1434.1518079820412
157,308,104,0.1111111111111111,28,9796.5,53023050,25921.5,207370800,0.019943019943019943,-1270.8175484631658
157,309,130,0.14814814814814814,28,10373.0,71874600,26709.5,282191400,0.018637226970560302,-1208.9358382947546
157,310,156,0.18518518518518517,28,10902.5,89189250,27420.0,349653375,0.017212725546058877,-1136.6916298780743
157,311,130,0.10714285714285714,28,10203.0,66315600,26685.5,279912600,0.022674687158814145,-1611.942540450672
157,217,130,0.10714285714285714,28,10187.0,65792400,26863.5,296813700,0.021253302106476708,-1533.0715751447592
157,215,260,0.02857142857142857,49,11361.0,104182200,31608.0,747303975,0.03675567036540838,-4734.821244937199
157,297,286,0.027777777777777776,56,11005.0,92541000,32987.5,878287500,0.02427096341428741,-3416.189014570913
158,293,18,0.0,12,3812.5,8618100,4837.0,13643440,0.14087301587301587,-202.73765762156492
158,159,30,0.1,16,5562.5,30475600,7078.0,49320160,0.11333333333333333,-256.4473523423371
158,257,36,0.0,16,5750.0,32817475,8525.0,72356400,0.1568181818181818,-627.3243537531781
160,212,70,0.0625,20,7746.0,59752512,13249.5,165805488,0.09560365560365561,-1104.1001566388218
160,196,280,0.05555555555555555,35,12559.5,139117500,33849.0,840274317,0.04870591411907938,-7385.583369342261
160,186,280,0.02702702702702703,40,11034.0,113965056,34416.0,858839031,0.04837892193090852,-7538.9818003974
160,226,90,0.0,25,8650.0,74657664,14649.5,211644288,0.06028159624650852,-1072.466448838455
160,296,40,0.07692307692307693,20,5799.0,27650376,10755.0,84130569,0.06757478632478632,-385.7205803247694
160,214,90,0.1875,25,7850.0,61467264,15629.5,243731448,0.027313550420168066,-351.399203818577
160,287,100,0.1111111111111111,25,8176.5,66850596,16506.0,272429811,0.04531102201229075,-808.7726438303137
160,281,70,0.0625,25,7197.0,50700600,13639.5,178574868,0.05849028286528287,-652.471741377762
161,247,78,0.0,25,8894.5,66513180,15185.5,187427940,0.045576905226028024,-876.0384613980278
161,295,42,0.0,25,6170.5,37393620,8924.5,79550910,0.05940552503052503,-284.9652534998557
161,226,54,0.07142857142857142,25,7200.5,48404320,10771.5,111374720,0.06395429966858537,-452.0329797196785
161,246,60,0.06666666666666667,25,7838.5,55224540,11822.5,129483450,0.07414588057445201,-688.7591773609005
162,163,174,0.09375,40,9086.5,59510080,32023.0,506863000,0.0221508380732171,-2391.983739296019
162,164,132,0.07692307692307693,40,7991.0,50121645,25121.0,379176000,0.0294009621058204,-1597.3836499150764
162,165,138,0.16,40,8324.5,52979740,26339.0,401709000,0.022527801120448176,-1356.6588677729403
162,166,90,0.16666666666666666,30,6188.5,34674220,18422.0,255244500,0.04030894710825506,-839.1205624651374
163,167,319,0.08108108108108109,64,9949.0,83466880,36673.0,1016465800,0.012111692518613774,-1893.061956714213
163,219,203,0.09090909090909091,56,9266.0,64495872,32888.0,601660080,0.014548424269419387,-1669.466608268289
163,266,377,0.13513513513513514,64,11018.0,113159424,38336.0,1198717296,0.013126721235825384,-2203.7767387818108
163,264,290,0.11428571428571428,48,10314.5,93619008,35817.5,922709844,0.031449050077110005,-4534.62889234892
163,164,638,0.275,64,12792.5,162447936,47894.0,2246197632,0.013131408731499311,-3339.8321081204936
163,168,406,0.10256410256410256,64,10668.5,103451712,39819.5,1361297028,0.019153469753426956,-3739.4379727971395
163,205,406,0.22857142857142856,64,11877.5,137032896,39657.0,1343488328,0.014503969454725974,-2220.8544768121815
163,267,290,0.21875,64,10688.0,103993344,35304.5,866489148,0.011826656596424649,-1328.2400668330577
163,165,667,0.20930232558139536,64,13126.0,171711232,49112.0,2379680688,0.02701686283767751,-8655.421729032058
163,166,435,0.1282051282051282,48,10990.0,112381696,41195.0,1512040824,0.036631590139066854,-7853.144675516151
163,194,580,0.2894736842105263,64,13081.0,170461312,46493.0,2092659240,0.013251610438209667,-2871.8526463159865
163,195,899,0.30434782608695654,64,13994.0,195820800,57608.0,3310774320,0.015219673559655462,-6503.148811981632
163,283,406,0.19444444444444445,64,11994.5,140282688,39468.5,1322830236,0.011590015897221537,-1808.8309379273085
163,184,1305,0.04225352112676056,64,18868.0,331201024,69858.0,4653276320,0.03128904467719898,-40744.75151582933
163,201,406,0.2647058823529412,64,11325.0,121686656,39455.5,1321405540,0.008708300369358385,-1266.8138606135683
163,274,290,0.11428571428571428,56,9950.0,83494656,35390.0,875859264,0.012344236786198576,-1704.2526898356075
163,282,493,0.2777777777777778,64,12680.0,159323136,41510.0,1546562304,0.015111588051754506,-2532.1134099745195
163,220,377,0.05,64,10814.0,107493120,38138.0,1177018080,0.013704581756875308,-2576.248902467371
163,275,435,0.1891891891891892,64,11970.0,139602176,39942.0,1374722048,0.011107668782523141,-1841.0814853333645
163,284,116,0.03125,16,8400.5,40455744,29658.5,247732716,0.07258064516129033,-7235.405968601513
164,167,242,0.13793103448275862,64,8853.5,70298970,29771.0,760401600,0.014202094187515077,-1066.3041547093608
164,169,374,0.11428571428571428,64,11232.5,125953296,35712.0,1247468544,0.014704477846112996,-2041.0241039013622
164,267,220,0.18518518518518517,64,9592.5,87587136,28402.5,648206496,0.016479032696642675,-1014.4548071057832
164,165,506,0.125,64,12030.5,144621708,42210.0,1780200576,0.03660005125420479,-8651.669517852602
164,194,440,0.23529411764705882,64,11985.5,143568978,39591.0,1565484480,0.016563015406763554,-2389.7260702479903
164,170,396,0.17647058823529413,64,11339.5,128456454,36748.0,1332403968,0.01566211164584605,-2041.8503967899687
164,195,682,0.23255813953488372,64,12898.5,164927700,50706.0,2476736640,0.014834099952191681,-4854.212678485947
164,283,308,0.2857142857142857,64,10899.0,118151397,32566.5,989587872,0.01545123430822155,-1153.6290027754903
164,285,176,0.07142857142857142,64,8351.0,58543485,26705.0,509038656,0.017002041830862246,-1079.2204194914095
164,184,990,0.06349206349206349,64,17772.5,278950056,62956.0,3481040640,0.032874357777621724,-30412.741024466588
164,282,374,0.21875,64,11584.5,134187984,34608.0,1156958208,0.019886995539477603,-2118.065822854504
164,276,286,0.20689655172413793,64,10186.5,101483172,31458.0,898708608,0.016541223099104867,-1307.4133521584165
164,286,110,0.0,32,8094.5,52542924,23790.0,270055296,0.04498548301967106,-2453.201304013998
165,177,184,0.10714285714285714,40,9493.0,81874408,27744.5,523785108,0.0429819527026085,-3393.2392881924065
165,179,299,0.09090909090909091,56,10634.0,110089056,32532.0,939608208,0.04007497495784975,-4932.7307145900495
165,166,345,0.26666666666666666,48,10228.0,100049488,35511.0,1198352232,0.03460023283163029,-4105.243724694824
165,195,713,0.125,64,13232.0,174332400,51924.0,2623919760,0.03586781216112142,-15784.794580844451
165,283,322,0.08823529411764706,64,11232.5,124888764,33784.5,1048395348,0.027465194688561418,-3479.4395408553764
165,292,161,0.034482758620689655,40,9494.0,81899136,27036.0,462247632,0.05452934107490758,-4453.973323674384
165,296,92,0.0,32,7859.0,41468856,24283.5,223176492,0.04327966865360027,-2766.803997004474
165,280,184,0.03333333333333333,56,8450.0,56083104,28203.0,563608584,0.036567340437752005,-3270.065541653478
165,201,322,0.12121212121212122,64,10563.0,108333368,33771.5,1047266220,0.03158533445218228,-3927.0797044301517
165,215,230,0.03125,56,9368.0,78783408,29584.5,683600148,0.03019862260390683,-3230.339582459516
165,297,253,0.0625,64,9012.0,69980240,30964.0,803418000,0.02396860078875022,-2640.0804875916137
166,178,150,0.0,36,7614.5,57752604,21672.0,434605500,0.07072499173847213,-3258.1487851980933
166,195,465,0.06976744186046512,48,11096.0,114097200,44007.0,1667229480,0.04576255142801253,-13430.792612410845
166,259,135,0.043478260869565216,30,7558.0,56838208,21637.0,432673920,0.06038593323672374,-2417.3023135918947
166,292,105,0.047619047619047616,30,7358.0,53601408,19119.0,293710536,0.07931745172816602,-2286.5752242068666
167,168,154,0.3888888888888889,64,6729.5,44768490,21696.5,460837650,0.01267117958294429,-248.13781478436294
167,169,187,0.21739130434782608,64,8389.0,64715680,24491.0,564513600,0.011402846483198056,-419.39234035934146
167,170,198,0.2608695652173913,64,8496.0,66001820,25527.0,602949200,0.011550741458030459,-422.1132163006984
167,171,187,0.3333333333333333,64,7669.0,56061280,23963.0,544924800,0.010622740087025798,-301.80386683668786
167,172,176,0.22727272727272727,64,7497.5,53999850,23592.5,531179250,0.020651991106536562,-710.9649620663346
167,173,275,0.16129032258064516,64,9833.0,82072560,31199.0,813380400,0.01155923437324929,-1003.7198250984283
168,272,14,0.0,8,3724.5,0,12421.5,0,0.06666666666666667,-538.6763156570328
